background_clip,background_dino,condition,control_type,dataset_idx,experiment,face_detection_success,face_dino,face_lpips,image_category,local_region_pixels,masked_roi,person_dino,person_lpips,person_mask_method,person_region_consistency,scene_class_consistency,seed
,,mask_Scene_mean,target_roi,756,E3_interaction,0.0,0.4156341850757599,0.8159089684486389,Face,42025,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,781,E3_interaction,0.0,0.0865354835987091,0.8237785696983337,Face,16641,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,789,E3_interaction,0.0,0.29240429401397705,0.6728991270065308,Face,17424,Scene,,,,,,12345
,,mask_Scene_mean,target_roi,973,E3_interaction,0.0,0.20825450122356415,0.8244470953941345,Face,52900,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,158,E3_interaction,1.0,0.1278897374868393,0.734563946723938,Face,33856,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,287,E3_interaction,0.0,0.10482621192932129,0.8126566410064697,Face,32761,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,415,E3_interaction,0.0,0.27562353014945984,0.6997799873352051,Face,30625,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,465,E3_interaction,0.0,0.2986801266670227,0.7920931577682495,Face,24649,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,529,E3_interaction,0.0,0.26356178522109985,0.6571691036224365,Face,17161,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,678,E3_interaction,1.0,0.45740699768066406,0.5590108036994934,Face,17956,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,756,E3_interaction,0.0,0.3243408203125,0.796791136264801,Face,42025,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,781,E3_interaction,0.0,0.041281312704086304,0.693686842918396,Face,16641,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,789,E3_interaction,0.0,0.26213786005973816,0.6708967089653015,Face,17424,Scene,,,,,,12345
,,mask_Scene_pure_random_01_mean,pure_matched_random,973,E3_interaction,0.0,0.21609288454055786,0.8314236998558044,Face,52900,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,158,E3_interaction,1.0,0.11641095578670502,0.7231507301330566,Face,33856,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,287,E3_interaction,0.0,0.13496994972229004,0.8290392160415649,Face,32761,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,415,E3_interaction,0.0,0.2260522097349167,0.6996555328369141,Face,30625,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,465,E3_interaction,0.0,0.3132530152797699,0.7921120524406433,Face,24649,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,529,E3_interaction,1.0,0.27764251828193665,0.6537182331085205,Face,17161,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,678,E3_interaction,1.0,0.43087729811668396,0.5610126256942749,Face,17956,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,756,E3_interaction,0.0,0.4440683126449585,0.8004209995269775,Face,42025,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,781,E3_interaction,1.0,0.08437331765890121,0.711147665977478,Face,16641,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,789,E3_interaction,0.0,0.2919040322303772,0.6710805892944336,Face,17424,Scene,,,,,,12345
,,mask_Scene_pure_random_02_mean,pure_matched_random,973,E3_interaction,0.0,0.2184571921825409,0.8253372311592102,Face,52900,Scene,,,,,,12345
