analysis_status,image_category,masked_roi,max,mean,median,metric,min,num_images,positive_fraction,q25,q75,std
descriptive_only,Face,Face,0.048858793576558424,-0.002154914994497557,0.0040503354122241346,face_dino,-0.06357773231963317,37,0.6216216216216216,-0.020731468002001447,0.015101803342501321,0.025734023977560777
descriptive_only,Face,Face,0.06344302495320639,0.004242923990026251,0.001470609505971273,face_lpips,-0.013987402121225992,37,0.6216216216216216,-0.0020767450332641606,0.009172638257344564,0.013041050113334403
descriptive_only,Face,Face,0.01366966168085734,0.0001332605207288587,0.0002736369768778478,lpips,-0.0056582172711690274,37,0.5135135135135135,-0.0024035056432088215,0.0014811078707377117,0.0038622206424747977
descriptive_only,Face,Face,0.027152050549569883,0.00363797937239194,0.000516586647107647,pixel_corr,-0.005850044210165116,37,0.5135135135135135,-0.0018539325080155448,0.007935413218328117,0.008361077282776321
descriptive_only,Face,Face,0.004644052649723022,-0.0016227966841987941,-0.0009134795694403936,ssim,-0.0149631334155981,37,0.35135135135135137,-0.003898605175687018,0.0007896846776131856,0.003925619042144406
descriptive_only,Face,Scene,0.07517423629760742,-0.0023097776883357285,-0.0018696228663126618,clip,-0.05641113917032878,37,0.4864864864864865,-0.014340182145436605,0.008724254369735718,0.026081216434357263
descriptive_only,Face,Scene,0.08269501725832622,-0.007140094149010339,-0.00237216226135691,dino,-0.16329630861679714,37,0.4864864864864865,-0.025208352009455367,0.018356957534948985,0.04788257703706763
descriptive_only,Face,Scene,0.39999999999999997,-0.012612612612612614,0.0,face_detection_success,-0.4000000000000001,37,0.35135135135135137,-0.13333333333333333,0.13333333333333333,0.18110622886250893
descriptive_only,Face,Scene,0.06585747996966045,-0.007873579034128702,-0.0030849568545818344,face_dino,-0.05704246287544568,37,0.40540540540540543,-0.02868233993649483,0.007206056515375772,0.0296544932436543
descriptive_only,Face,Scene,0.04642578760782876,0.0040708288416132195,0.0007432301839192709,face_lpips,-0.019532076517740887,37,0.5675675675675675,-0.005473192532857259,0.008036148548126223,0.016167978208039415
descriptive_only,Face,Scene,0.02214310169219971,0.0016281991391568571,0.00025757551193237313,lpips,-0.014140645662943522,37,0.5135135135135135,-0.003247904777526856,0.004236447811126708,0.00826703207708889
descriptive_only,Face,Scene,0.03385140175632077,-0.0027607990701326614,-0.0020708889252297885,pixel_corr,-0.06955660872327785,37,0.3783783783783784,-0.0089000124443308,0.00832150652501812,0.021188782237231123
descriptive_only,Face,Scene,0.05106591719004175,0.00014422745021152596,-0.0002729216822826214,ssim,-0.020873981548721235,37,0.4594594594594595,-0.0029544484775984956,0.0023992608806530148,0.011214058193305626
descriptive_only,Scene,Body,0.10212954878807068,0.005076627294222513,0.003115703662236532,background_clip,-0.06109153429667155,50,0.52,-0.01203476736942927,0.015564466019471486,0.02993858875513986
descriptive_only,Scene,Body,0.16339890286326408,0.013270357730798425,0.006618471381564935,background_dino,-0.09219384640455247,50,0.58,-0.0091416424450775,0.03250666980942091,0.04324465396700619
descriptive_only,Scene,Body,0.1035468320051829,0.005871508042017618,0.003595991929372151,clip,-0.06109153429667155,50,0.58,-0.011207201580206553,0.014812086025873819,0.03073027225839122
descriptive_only,Scene,Body,0.16339890286326408,0.012338913121260705,0.004864089579011003,dino,-0.05935403315039972,50,0.56,-0.009008877569188676,0.028848981779689593,0.0399725227121303
descriptive_only,Scene,Body,0.03624662160873413,0.00300000516573588,0.0030140340328216548,lpips,-0.03231847286224365,50,0.56,-0.004931781689325968,0.00710550844669342,0.011942941814905177
